strata,su1,su2,su3,su4,su5,x1,x2,x3,x4,yreg,ylogit,yprobit,ymlogit,postid,postw,stdize,stdw,pw1,fpc1,pw2,fpc2,pw3,fpc3,pw4,fpc4,pw5,fpc5,pw6,fpc6,pw,id
2,1,3,4,3,5,2.13606,-.2535791,1,1.935146,3.983709,1,1,1,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.25,41,71.18056,4361
2,1,3,4,3,5,-.1047698,-.0844114,0,1.045587,3.14583,0,1,3,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.25,41,71.18056,4362
2,1,3,4,3,5,1.816979,-.0294903,1,-.4933413,3.737081,0,1,3,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.25,41,71.18056,4363
2,1,3,4,3,5,1.562462,-.2385088,1,1.160151,4.02225,0,0,3,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,10.25,41,71.18056,4364
2,1,3,4,3,8,-.8054892,-.1941378,1,-.9787743,2.988734,0,0,1,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4365
2,1,3,4,3,8,.1991407,.5079357,0,2.362876,3.773758,1,1,1,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4366
2,1,3,4,3,8,-.4340199,1.214346,0,3.323087,3.520408,0,1,1,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4367
2,1,3,4,3,8,-1.492589,.5416858,0,-.5595594,2.339976,0,0,4,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4368
2,1,3,4,5,1,-.2727355,.2585634,0,-.1212401,2.402755,1,0,5,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.2,56,38.88889,4369
2,1,3,4,5,1,-.0240024,.7312339,0,2.502091,2.571357,0,0,5,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.2,56,38.88889,4370
2,1,3,4,5,1,1.195613,-.0613954,0,1.889212,3.009941,1,0,4,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.2,56,38.88889,4371
2,1,3,4,5,1,.5258018,.8358557,0,.1697557,2.981675,1,0,2,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.2,56,38.88889,4372
2,1,3,4,5,1,-.4777509,-.0941174,0,.7254969,2.385777,0,0,5,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.2,56,38.88889,4373
2,1,3,4,5,3,.0940314,.2472212,1,-2.566121,2.835429,0,0,5,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.4,57,39.58333,4374
2,1,3,4,5,3,.5758012,1.086673,1,-4.065094,1.546729,0,0,5,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.4,57,39.58333,4375
2,1,3,4,5,3,-2.596341,.8062794,1,3.661741,1.722647,0,0,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.4,57,39.58333,4376
2,1,3,4,5,3,.0700202,1.60642,1,2.393374,2.363621,0,0,2,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.4,57,39.58333,4377
2,1,3,4,5,3,-.7324484,.3637011,1,-1.113588,2.501393,0,0,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.4,57,39.58333,4378
2,1,3,4,5,4,-1.755076,.857214,0,1.613783,1.936876,0,0,5,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.5,46,39.93056,4379
2,1,3,4,5,4,-.0537633,.2291966,0,-2.332217,3.117338,1,1,2,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.5,46,39.93056,4380
2,1,3,4,5,4,2.004607,.2041762,1,-1.785021,3.618944,1,0,2,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.5,46,39.93056,4381
2,1,3,4,5,4,.5439181,-.4211559,1,1.04713,3.732797,1,1,3,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.5,46,39.93056,4382
2,1,3,4,5,5,.5492706,.1556005,1,.224495,3.241819,1,0,5,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.666667,38,43.98148,4383
2,1,3,4,5,5,-.880309,.723423,0,-.6496537,2.420473,0,0,5,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.666667,38,43.98148,4384
2,1,3,4,5,5,-.5039853,-.081291,1,.8853533,2.568717,1,0,5,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.666667,38,43.98148,4385
2,1,3,4,5,6,-.8585786,-.1539391,0,-1.134722,3.494026,0,0,2,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4386
2,1,3,4,5,6,-.6707877,-.1845195,0,-.0109284,2.4868,0,0,3,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4387
2,1,3,4,5,6,.3893062,.6374514,0,2.303401,3.513508,0,0,2,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4388
2,1,3,4,5,8,-2.335126,.0190832,0,-1.646158,2.135591,1,0,1,3,106932,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4389
2,1,3,4,5,8,-.3222507,.502712,1,.835084,3.93611,0,0,2,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4390
2,1,3,4,5,8,.8933554,1.044885,1,.9554064,4.383228,1,1,1,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.333333,37,42.82407,4391
2,1,3,4,5,9,.6611882,1.244375,1,1.412301,4.665926,1,0,1,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4392
2,1,3,4,5,9,-.8779919,1.207617,0,-1.662061,2.819369,0,1,4,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4393
2,1,3,4,5,9,-1.012429,.0944108,0,-2.121957,2.714549,0,0,5,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4394
2,1,3,4,5,9,1.047378,-.0775166,0,1.326769,5.119228,1,0,2,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4395
2,1,3,4,5,10,-.2138718,.2448005,0,-1.720558,3.878841,0,1,1,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,36,41.66667,4396
2,1,3,4,5,10,-1.367477,.0514662,0,2.242795,2.549414,0,0,3,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,36,41.66667,4397
2,1,3,4,5,10,1.148023,-.9359843,1,.0403154,4.521651,1,0,1,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,36,41.66667,4398
2,1,3,5,2,1,.1600421,.820114,0,-1.676768,2.21623,1,0,2,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12.666667,38,50.26455,4399
2,1,3,5,2,1,1.795713,.0147785,0,1.308118,3.26271,1,1,3,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12.666667,38,50.26455,4400
2,1,3,5,2,1,.9435729,.451605,1,2.058197,2.991277,1,1,1,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,12.666667,38,50.26455,4401
2,1,3,5,2,2,1.216845,.1204441,0,-4.294839,2.948043,0,1,3,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.666667,35,46.2963,4402
2,1,3,5,2,2,.1584071,.4639261,1,.7976203,2.677263,0,0,1,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.666667,35,46.2963,4403
2,1,3,5,2,2,.6295097,.7367231,1,-.9869413,1.646357,0,1,3,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.666667,35,46.2963,4404
2,1,3,5,2,3,-.1196937,.0662987,1,1.215088,3.157237,1,1,3,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.666667,32,42.32804,4405
2,1,3,5,2,3,-2.130079,.3302112,1,-1.609363,1.191782,0,0,3,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.666667,32,42.32804,4406
2,1,3,5,2,3,.8848987,-.3291802,0,-.0473722,2.298243,0,1,3,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.666667,32,42.32804,4407
2,1,3,5,2,4,-.834012,-1.17581,0,-2.581425,3.060451,0,0,3,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,33,43.65079,4408
2,1,3,5,2,4,.5051406,-1.196947,0,1.140072,3.551753,0,0,3,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,33,43.65079,4409
2,1,3,5,2,4,.0794993,.051367,0,4.927047,3.370524,0,0,1,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11,33,43.65079,4410
2,1,3,5,2,5,-.7166327,.3724218,1,.6204203,2.885185,1,0,2,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4411
2,1,3,5,2,5,-.1507235,.0551681,0,-2.837425,3.256327,0,0,4,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4412
2,1,3,5,2,5,-.9017952,.2121879,1,.9612273,2.637707,0,0,5,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4413
2,1,3,5,2,5,.135772,-.3790724,1,1.185845,2.296915,0,0,1,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4414
2,1,3,5,2,6,-1.126337,-.2256685,1,1.525432,2.208993,0,0,3,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4415
2,1,3,5,2,6,2.069861,.1777268,1,-.715938,3.520929,0,1,5,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4416
2,1,3,5,2,6,-.1752008,-.5805183,1,.1155698,3.369251,0,0,2,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4417
2,1,3,5,2,6,-.204795,-.3906232,0,1.382638,3.816518,0,0,5,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4418
2,1,3,5,2,7,-.5243066,.0006134,0,-2.250209,2.421734,0,0,4,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,4419
2,1,3,5,2,7,-1.642603,-.0364354,0,3.376701,2.731806,0,0,1,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,4420
2,1,3,5,2,7,1.376696,.5048622,0,-.1482825,3.288775,0,0,1,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,4421
2,1,3,5,2,7,1.719116,.1892379,0,-2.789749,3.919584,0,0,4,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.75,43,42.65873,4422
2,1,3,5,3,2,-.9150345,-.4699175,1,-.3677506,2.87357,0,0,2,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4423
2,1,3,5,3,2,.4605554,.2647309,0,1.679629,2.87625,0,1,5,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4424
2,1,3,5,3,2,-.4647418,.4082005,1,-.9548545,1.521592,1,0,1,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4425
2,1,3,5,3,2,-.4881419,.154852,1,-2.374004,2.722397,0,0,1,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12.25,49,85.06944,4426
2,1,3,5,3,4,-.2985993,.6171111,1,-3.400835,2.403425,1,0,5,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12,48,83.33334,4427
2,1,3,5,3,4,1.061366,-.2920471,1,4.394379,3.229071,0,1,2,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12,48,83.33334,4428
2,1,3,5,3,4,.1010512,.1048242,0,-.8021151,3.627476,1,0,4,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12,48,83.33334,4429
2,1,3,5,3,4,-.3863469,.2462127,0,-2.679194,2.720676,0,0,1,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,12,48,83.33334,4430
2,1,3,5,3,8,-.8536025,-.3962187,1,.4620726,2.419567,0,0,4,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,4431
2,1,3,5,3,8,-.4674094,.3926332,0,1.099865,3.781748,1,0,4,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,4432
2,1,3,5,3,8,.7665398,.3146151,0,.3661475,3.583201,1,1,1,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11,33,76.38889,4433
2,1,3,5,3,9,-.3555691,.3971575,0,3.348711,2.855451,0,0,3,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11.8,59,81.94444,4434
2,1,3,5,3,9,-.4167404,.069692,0,.6452801,3.085924,1,0,2,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11.8,59,81.94444,4435
2,1,3,5,3,9,-.535795,.551383,1,-.3964362,3.347032,0,0,4,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11.8,59,81.94444,4436
2,1,3,5,3,9,.7722483,-.3943435,1,.6764697,4.630972,0,0,5,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11.8,59,81.94444,4437
2,1,3,5,3,9,.021243,-.1233476,0,-.3109798,3.335261,0,0,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2.5,10,11.8,59,81.94444,4438
2,1,3,5,4,1,-.6041706,-.4881361,0,1.533973,2.047319,0,0,3,5,107066,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4439
2,1,3,5,4,1,-.3406274,.5570926,0,3.353003,2.82418,1,0,4,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4440
2,1,3,5,4,1,-.51451,.1045027,0,-1.817295,3.233493,0,0,4,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4441
2,1,3,5,4,1,-.2802083,-1.078344,1,2.808185,2.503061,0,0,5,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4442
2,1,3,5,4,2,.3378173,-.3303794,1,-2.679281,3.12751,0,0,4,1,106770,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4443
2,1,3,5,4,2,.3309987,.3559296,1,2.279612,2.437506,0,0,5,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4444
2,1,3,5,4,2,-.9948966,-.1619845,1,-.5017545,2.227605,0,0,1,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4445
2,1,3,5,4,2,1.1107,-.2729834,1,2.515339,4.140285,1,0,5,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12.25,49,42.53472,4446
2,1,3,5,4,3,2.51317,.6180607,1,2.099993,5.034708,0,1,3,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4447
2,1,3,5,4,3,-1.866789,-.2999087,1,-1.248204,1.5538,0,0,3,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4448
2,1,3,5,4,3,-1.871783,.4101033,1,-2.88287,1.89064,0,0,4,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4449
2,1,3,5,4,3,.4725985,-.1012283,1,2.5306,3.571048,1,0,5,5,107066,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.5,42,36.45833,4450
2,1,3,5,4,4,-.5968725,.547501,1,-.9042464,2.047984,1,1,5,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.8,59,40.97222,4451
2,1,3,5,4,4,-.4529221,.1565853,1,.9574193,3.68497,0,0,4,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.8,59,40.97222,4452
2,1,3,5,4,4,-.9658061,.6949221,1,1.475641,2.397918,1,1,2,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.8,59,40.97222,4453
2,1,3,5,4,4,1.785286,.1569687,0,-1.366987,4.337319,1,1,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.8,59,40.97222,4454
2,1,3,5,4,4,-.2812959,1.070181,1,.0038494,2.339662,0,0,1,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.8,59,40.97222,4455
2,1,3,5,4,5,.8083435,.4467373,1,.324267,3.270847,0,0,5,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4456
2,1,3,5,4,5,2.050704,.0076355,0,-3.784827,3.777442,0,1,4,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4457
2,1,3,5,4,5,-1.347066,-.2878478,0,3.14867,2.560526,0,0,4,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4458
2,1,3,5,4,5,-1.688756,.7138325,0,3.325043,1.889207,0,0,4,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4459
2,1,3,5,4,5,-1.045951,.5070526,1,-.227,2.835465,0,0,3,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4460
2,1,3,5,4,7,1.059919,-.0788536,1,1.484529,4.541427,0,0,5,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.666667,35,40.50926,4461
2,1,3,5,4,7,-.239169,-.6465951,1,1.529269,3.303214,0,1,4,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.666667,35,40.50926,4462
2,1,3,5,4,7,-.6582628,-.4245344,1,-.4113612,3.007973,0,0,5,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,11.666667,35,40.50926,4463
2,1,3,5,4,9,-1.932269,.7524263,1,-2.613578,2.836497,0,0,3,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,48,41.66667,4464
2,1,3,5,4,9,.5104977,.3318368,1,2.232971,3.537675,0,0,3,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,48,41.66667,4465
2,1,3,5,4,9,.6992836,.1369919,0,-.6894557,3.598004,1,1,1,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,48,41.66667,4466
2,1,3,5,4,9,.9138741,-.0972206,1,-3.16175,3.805999,0,0,3,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,12,48,41.66667,4467
2,1,3,5,4,10,-.0164185,.5324696,1,-.6578777,2.98925,0,0,5,4,106337,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4468
2,1,3,5,4,10,.2312072,.7735693,1,-1.213863,4.371147,1,0,4,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4469
2,1,3,5,4,10,1.122823,.5645767,1,-3.95015,3.713303,0,1,3,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4470
2,1,3,5,4,10,.2925266,.5808882,0,1.517274,3.430202,0,1,4,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4471
2,1,3,5,4,10,.1591261,-.9639928,0,.607542,3.315617,1,0,4,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.25,10,10.4,52,36.11111,4472
2,1,3,5,5,1,-.9726475,-.3039373,0,-1.279235,3.121758,0,0,5,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,10.25,41,56.94444,4473
2,1,3,5,5,1,-.0100786,.5486964,1,-1.071552,2.381965,0,0,1,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,10.25,41,56.94444,4474
2,1,3,5,5,1,-.7002143,-.0609445,0,-2.071823,2.121257,1,0,4,4,106337,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,10.25,41,56.94444,4475
2,1,3,5,5,1,1.067285,-.6014331,1,-1.842414,3.582749,1,0,4,5,107066,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,10.25,41,56.94444,4476
2,1,3,5,5,2,-.677593,-.9772592,1,-.195974,2.719304,0,0,2,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.666667,35,64.81481,4477
2,1,3,5,5,2,1.591465,-.0106023,1,5.478679,3.85762,0,0,1,2,106177,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.666667,35,64.81481,4478
2,1,3,5,5,2,-.8733507,-.4916359,0,.5919185,2.47171,0,0,1,3,106932,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.666667,35,64.81481,4479
2,1,3,5,5,6,1.244371,-.9027723,1,-.7509854,4.829009,1,0,2,1,106770,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11,44,61.11111,4480
2,1,3,5,5,6,-.5324161,.7772567,0,-1.74087,2.730969,0,0,5,3,106932,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11,44,61.11111,4481
2,1,3,5,5,6,-.2236861,-.1181002,1,-1.377693,3.592201,0,0,1,1,106770,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11,44,61.11111,4482
2,1,3,5,5,6,-.8919503,-.5517346,0,-.2125687,2.853014,0,0,3,4,106337,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11,44,61.11111,4483
2,1,3,5,5,7,-.9174634,-.2782289,1,-2.127376,3.424992,1,0,4,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,12,36,66.66666,4484
2,1,3,5,5,7,.6298407,.8765493,0,4.735445,3.474886,0,0,1,2,106177,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,12,36,66.66666,4485
2,1,3,5,5,7,.3398817,-.2861915,0,-.0615375,3.027113,1,1,5,3,106932,5,71635,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,12,36,66.66666,4486
2,1,3,5,5,9,-.4637665,.3255816,0,1.275747,3.938105,0,1,2,3,106932,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.75,47,65.27778,4487
2,1,3,5,5,9,.0222424,-.3983649,0,2.983543,3.886564,0,0,5,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.75,47,65.27778,4488
2,1,3,5,5,9,-.2466245,.3909253,0,3.115449,2.011993,0,0,2,1,106770,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.75,47,65.27778,4489
2,1,3,5,5,9,.9445592,-.7102665,1,.4924265,3.823253,1,0,2,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,2,10,11.75,47,65.27778,4490
2,1,4,2,1,2,-2.005608,-.4351646,1,-.3670211,1.510066,1,0,2,5,107066,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.8,59,46.8254,4491
2,1,4,2,1,2,-.8663751,-.5513285,0,-.1054412,1.716977,0,0,1,5,107066,4,112991,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.8,59,46.8254,4492
2,1,4,2,1,2,-.1311492,.0949736,0,-1.090201,2.23976,0,0,1,2,106177,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.8,59,46.8254,4493
2,1,4,2,1,2,.1956908,.5139697,1,.1610723,2.320098,0,0,5,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.8,59,46.8254,4494
2,1,4,2,1,2,-.5751791,.0084782,0,-.4547777,1.870606,1,0,4,4,106337,1,125233,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,11.8,59,46.8254,4495
2,1,4,2,1,3,.5492949,.9538537,1,-1.832565,2.239097,0,1,2,2,106177,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4496
2,1,4,2,1,3,.0718402,-.1098158,0,4.270418,2.925321,0,0,5,4,106337,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4497
2,1,4,2,1,3,.9930865,.283676,1,1.718778,2.986912,1,0,5,2,106177,3,77538,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4498
2,1,4,2,1,3,1.173838,.558284,1,2.157001,3.389902,1,0,5,1,106770,2,122477,1.3333333,4,1.3333333,4,1.25,5,1.25,5,1.4285714,10,10.25,41,40.6746,4499
